Source,Target,Weight,Type
陸龜蒙_2,皮日休_1,2,undirected
韋應物_1,劉禹錫_1,3,undirected
韋應物_1,羅隱_1,2,undirected
韋應物_1,韋應物_2,1,undirected
韋應物_2,劉禹錫_1,3,undirected
韋應物_2,錢起_1,1,undirected
韋應物_2,韋應物_1,1,undirected
韋應物_2,高適_2,2,undirected
韋莊_1,劉禹錫_2,3,undirected
韋莊_1,張祜_1,3,undirected
韋莊_1,方幹_1,2,undirected
韋莊_1,方幹_2,2,undirected
韋莊_1,李端_1,4,undirected
韋莊_1,杜牧_2,3,undirected
韋莊_1,溫庭筠_1,1,undirected
韋莊_1,溫庭筠_2,6,undirected
韋莊_1,薛能_2,1,undirected
韋莊_1,錢起_2,2,undirected
韋莊_1,韋莊_2,3,undirected
韋莊_1,韓偓_1,5,undirected
韋莊_1,顧況_2,3,undirected
韋莊_2,劉禹錫_1,1,undirected
韋莊_2,岑參_2,3,undirected
韋莊_2,徐鉉_1,2,undirected
韋莊_2,韋莊_1,3,undirected
韓偓_1,方幹_2,4,undirected
韓偓_1,杜牧_1,4,undirected
韓偓_1,盧綸_1,1,undirected
韓偓_1,韋莊_1,5,undirected
韓偓_2,徐夤_2,3,undirected
韓偓_2,徐鉉_1,3,undirected
韓偓_2,李商隱_1,4,undirected
韓偓_2,皮日休_2,2,undirected
韓愈_1,元稹_2,3,undirected
韓愈_1,杜甫_1,2,undirected
韓愈_1,杜甫_2,5,undirected
韓愈_1,貫休_1,4,undirected
韓愈_2,杜甫_1,4,undirected
韓愈_2,柳宗元_1,2,undirected
韓愈_2,柳宗元_2,6,undirected
顧況_1,元稹_1,3,undirected
顧況_1,劉禹錫_1,2,undirected
顧況_1,呂岩_2,1,undirected
顧況_1,寒山_1,2,undirected
顧況_1,寒山_2,3,undirected
顧況_1,張說_1,1,undirected
顧況_1,杜甫_2,3,undirected
顧況_1,王建_2,2,undirected
顧況_1,王維_2,1,undirected
顧況_1,貫休_1,2,undirected
顧況_2,王維_1,2,undirected
顧況_2,盧綸_1,1,undirected
顧況_2,韋莊_1,3,undirected
高適_1,徐鉉_1,1,undirected
高適_1,杜甫_2,2,undirected
高適_1,皎然_1,3,undirected
高適_1,高適_2,6,undirected
高適_2,杜甫_2,2,undirected
高適_2,王維_2,2,undirected
高適_2,羅隱_1,1,undirected
高適_2,韋應物_2,2,undirected
高適_2,高適_1,6,undirected
齊己_1,羅隱_1,1,undirected
齊己_1,羅隱_2,4,undirected
齊己_1,齊己_2,6,undirected
齊己_2,羅隱_1,1,undirected
齊己_2,薛能_1,4,undirected
齊己_2,齊己_1,6,undirected
